server_name,season,discord_id,username,combined_rank,combined_mmr,combined_games_played_pct,combined_wins,combined_losses,combined_win_pct,crewmate_rank,crewmate_mmr,crewmate_games_played_pct,crewmate_wins,crewmate_losses,crewmate_win_pct,impostor_rank,impostor_mmr,impostor_games_played_pct,impostor_wins,impostor_losses,impostor_win_pct
Among Us Gaming,13,534488470387949579,𝑙𝑜𝑜𝑝𝑦light [✩] #teamsen,153,791,100,20,15,57,105,925,77,20,7,74,271,658,23,0,8,0
Among Us Gaming,13,529282302572888064,𝕋𝕒𝕜𝕦𝕔𝕦𝕟𝕠,99,870,100,8,11,42,135,879,42,6,2,75,81,861,58,2,9,18
Among Us Gaming,13,718171482236387343,𝕷𝖊𝖑𝖔𝖚𝖈𝖍🐐,94,876,100,44,28,61,91,938,75,42,12,78,118,814,25,2,16,11
Among Us Gaming,14,355550706369036288,.roobi,19,1003,100,101,25,80,35,1028,82,91,12,88,27,978,18,10,13,43
Among Us Gaming,14,393114976228999179,100k,52,952,100,89,56,61,51,990,70,85,17,83,52,914,30,4,39,9
Among Us Gaming,14,801236633029574657,125.5,30,995,100,122,61,67,46,998,80,114,32,78,20,991,20,8,29,22
Among Us Gaming,14,965637041838776330,2028,118,824,100,98,67,59,250,754,81,94,40,70,60,894,19,4,27,13
Among Us Gaming,14,476202063387295745,9catowesme$700 [𝙛𝙭] (lexmade),127,812,100,14,8,64,69,958,73,14,2,88,305,667,27,0,6,0
Among Us Gaming,14,378204896333135883,ABDU,47,963,100,67,33,67,36,1028,81,64,17,79,58,898,19,3,16,16
Among Us Gaming,14,280321842290491392,Adonis,85,888,100,10,6,63,152,860,69,8,3,73,47,917,31,2,3,40
Among Us Gaming,14,664219598383611916,Aki (BetterthanIAMDEAD),66,924,100,117,61,66,144,866,80,108,35,76,23,982,20,9,26,26
Among Us Gaming,14,1014579894849638400,alright,138,803,100,7,8,47,214,789,67,6,4,60,103,817,33,1,4,20
Among Us Gaming,14,365267758797029387,ashton44,90,874,100,56,37,60,251,749,82,52,24,68,18,999,18,4,13,24
Among Us Gaming,14,136183096151113728,Asim,7,1009,100,106,46,70,39,1019,80,101,20,83,17,999,20,5,26,16
Among Us Gaming,14,500710205185851412,Attorney,113,831,100,16,6,73,56,980,86,16,3,84,288,682,14,0,3,0
Among Us Gaming,14,298877111261986817,Averum,70,919,100,17,1,94,48,995,94,16,1,94,83,842,6,1,0,100
Among Us Gaming,14,940910501645406218,a!ko [𝙛𝙭] #JuvenLoveAlways,46,964,100,158,93,63,57,976,75,148,41,78,36,952,25,10,52,16
Among Us Gaming,14,607439948303564801,Baki (they/them),214,753,100,28,17,62,178,837,87,28,11,72,303,670,13,0,6,0
Among Us Gaming,14,911203863795744789,bAnAnAs,231,739,100,2,2,50,222,784,75,2,1,67,222,695,25,0,1,0
Among Us Gaming,14,739673089977090238,Barsss,145,795,100,9,6,60,104,910,73,9,2,82,293,679,27,0,4,0
Among Us Gaming,14,108165660307099648,bellaishungry,82,897,100,30,18,63,107,904,75,28,8,78,62,890,25,2,10,17
Among Us Gaming,14,280321842290491392,Berry,58,936,100,163,77,68,73,949,81,158,36,81,45,922,19,5,41,11
Among Us Gaming,14,222437975110320138,Big P (Crewmate),31,991,100,31,12,72,17,1091,72,29,2,94,61,891,28,2,10,17
Among Us Gaming,14,663534754703867944,Blessed,95,867,100,9,3,75,119,895,83,8,2,80,86,839,17,1,1,50
Among Us Gaming,14,159294029224345600,boredom1,87,884,100,15,7,68,68,959,77,14,3,82,108,809,23,1,4,20
Among Us Gaming,14,588783212696829952,bt08,316,668,100,52,38,58,264,729,83,52,23,69,314,608,17,0,15,0
Among Us Gaming,14,957400947951304755,CamCB,67,924,100,20,13,61,61,972,73,18,6,75,69,877,27,2,7,22
Among Us Gaming,14,355135708903637002,carabear,12,1006,100,39,23,63,76,947,71,33,11,75,4,1065,29,6,12,33
Among Us Gaming,14,880230860736053278,cara (she/they)🐸🐸,22,1001,100,160,58,73,16,1093,80,149,25,86,53,909,20,11,33,25
Among Us Gaming,14,916825534162427965,cav,202,759,100,7,8,47,145,866,73,7,4,64,312,652,27,0,4,0
Among Us Gaming,14,351379532852363285,Ceo Simp,63,926,100,12,7,63,166,850,74,9,5,64,16,1001,26,3,2,60
Among Us Gaming,14,148812499351896064,chicken7371,171,778,100,6,5,55,140,869,73,6,2,75,276,686,27,0,3,0
Among Us Gaming,14,563566855848067095,clarity,37,980,100,30,14,68,49,993,77,27,7,79,32,967,23,3,7,30
Among Us Gaming,14,921617092594241566,cln,10,1007,100,234,106,69,30,1036,78,217,48,82,26,979,22,17,58,23
Among Us Gaming,14,756544945111826473,Cloe(NotNPC ),100,860,100,78,38,67,44,1002,78,77,14,85,129,718,22,1,24,4
Among Us Gaming,14,373775800568119296,Collusion,45,964,100,320,142,69,42,1012,83,306,76,80,48,917,17,14,66,18
Among Us Gaming,14,670437672535326720,cookie,3,1014,100,121,57,68,5,1163,76,113,23,83,73,865,24,8,34,19
Among Us Gaming,14,671091626453630996,CowOnMEGATILT #teams&amp;s,15,1005,100,66,26,72,19,1090,74,61,7,90,46,920,26,5,19,21
Among Us Gaming,14,609935849223618562,cronus69,44,965,100,68,39,64,129,888,80,62,24,72,10,1042,20,6,15,29
Among Us Gaming,14,269807809762164737,cxr,237,736,100,4,5,44,216,787,78,4,3,57,284,684,22,0,2,0
Among Us Gaming,14,172562633935814656,D6vman,55,947,100,116,67,63,100,914,79,109,35,76,24,981,21,7,32,18
Among Us Gaming,14,142478243478503424,Dan,28,997,100,43,25,63,74,949,78,38,15,72,6,1045,22,5,10,33
Among Us Gaming,14,756593242539163900,Daniel A ⥑Ðior⥏,43,966,100,66,36,65,34,1029,77,63,16,80,56,903,23,3,20,13
Among Us Gaming,14,569327749207031808,Day,72,917,100,55,29,65,55,983,85,53,18,75,78,851,15,2,11,15
Among Us Gaming,14,327839739245756416,deedee,104,842,100,10,10,50,116,896,60,9,3,75,118,787,40,1,7,13
Among Us Gaming,14,933040979349483611,defayant,39,978,100,111,61,65,63,964,79,105,31,77,21,991,21,6,30,17
Among Us Gaming,14,967796483007053885,Django,323,523,100,140,57,71,304,677,78,136,17,89,324,368,22,4,40,9
Among Us Gaming,14,140605103198568448,drk,32,988,100,109,58,65,10,1118,77,105,24,81,77,859,23,4,34,11
Among Us Gaming,14,568846421852291072,Dylo,176,775,100,4,3,57,147,864,57,4,0,100,275,686,43,0,3,0
Among Us Gaming,14,585538346718068906,Ekko ⥑Ðior⥏ #teammina,180,772,100,59,16,79,153,859,81,55,6,90,280,686,19,4,10,29
Among Us Gaming,14,1004534902223544461,Eliz,18,1004,100,264,90,75,15,1093,84,255,44,85,51,914,16,9,46,16
Among Us Gaming,14,862197653785280564,END,162,785,100,10,8,56,115,900,72,10,3,77,304,670,28,0,5,0
Among Us Gaming,14,469113618651283456,Fear [✩],11,1007,100,216,71,75,9,1125,79,199,29,87,63,888,21,17,42,29
Among Us Gaming,14,633035206726778900,flame3493,35,981,100,34,11,76,54,985,87,31,8,79,28,977,13,3,3,50
Among Us Gaming,14,483797556682424321,flippa0,1,1018,100,155,62,71,2,1209,77,147,20,88,93,827,23,8,42,16
Among Us Gaming,14,639578389904097293,food,42,969,100,125,61,67,66,960,78,119,26,82,29,977,22,6,35,15
Among Us Gaming,14,1036837582534877245,Fox,92,870,100,4,0,100,200,809,50,2,0,100,42,931,50,2,0,100
Among Us Gaming,14,179700755261947904,fumba,56,942,100,44,21,68,96,920,82,41,12,77,33,965,18,3,9,25
Among Us Gaming,14,297129124756062208,Grandpa,68,921,100,136,69,66,183,833,79,128,34,79,15,1009,21,8,35,19
Among Us Gaming,14,766781264384229408,Holy,83,895,100,45,23,66,31,1032,82,44,12,79,125,758,18,1,11,8
Among Us Gaming,14,712493635093921864,Huevito,240,735,100,247,71,78,40,1014,83,232,33,88,321,455,17,15,38,28
Among Us Gaming,14,308067206573326337,hydros2,54,950,100,22,7,76,13,1097,72,21,0,100,112,804,28,1,7,13
Among Us Gaming,14,246709866335305738,icy [𝙛𝙭] (Crewmate),16,1005,100,264,81,77,8,1141,83,251,36,87,71,868,17,13,45,22
Among Us Gaming,14,291648695349280768,Jack Goggins,89,875,100,9,1,90,108,903,90,8,1,89,80,846,10,1,0,100
Among Us Gaming,14,325301470012506123,JAYYO,71,918,100,12,5,71,89,933,76,10,3,77,55,904,24,2,2,50
Among Us Gaming,14,261948313790709762,JLA,61,931,100,108,55,66,174,843,82,100,33,75,12,1020,18,8,22,27
Among Us Gaming,14,989238030156054539,Johnathon Taylor,,,,,,,325,67,86,21,9,70,,,,,,
Among Us Gaming,14,325970858759684096,JoJo,13,1005,100,47,19,71,58,976,74,42,7,86,11,1035,26,5,12,29
Among Us Gaming,14,921523067140833320,jonteau,5,1010,100,77,24,76,11,1107,82,72,11,87,50,914,18,5,13,28
Among Us Gaming,14,701709205999976530,Joshua AKA Lucii,144,795,100,11,4,73,110,902,93,11,3,79,266,688,7,0,1,0
Among Us Gaming,14,305177624685314050,kenny,88,883,100,19,10,66,67,960,76,18,4,82,111,806,24,1,6,14
Among Us Gaming,14,394297980997337099,kerbalc,93,868,100,36,11,77,22,1076,85,36,4,90,311,661,15,0,7,0
Among Us Gaming,14,995726516673593444,KILLA,38,978,100,61,19,76,23,1072,88,59,11,84,64,884,13,2,8,20
Among Us Gaming,14,799813260349800470,King |,96,864,100,7,5,58,194,813,67,5,3,63,49,915,33,2,2,50
Among Us Gaming,14,261948313790709762,koarly,14,1005,100,299,100,75,1,1277,79,279,36,89,127,733,21,20,64,24
Among Us Gaming,14,280321842290491392,krunch,6,1010,100,296,95,76,3,1190,80,276,36,88,92,830,20,20,59,25
Among Us Gaming,14,635994122309861407,kusuri,123,819,100,51,31,62,225,779,83,49,19,72,76,859,17,2,12,14
Among Us Gaming,14,815279618097283093,LIFTa - Krunch little bro,194,767,100,7,2,78,167,849,100,7,2,78,283,685,0,0,0,0
Among Us Gaming,14,145396797756538880,Lively ︻デ═一,24,999,100,81,45,64,70,954,76,74,22,77,7,1044,24,7,23,23
Among Us Gaming,14,466972162805202965,loogan2105,86,886,100,14,6,70,72,952,75,13,2,87,97,821,25,1,4,20
Among Us Gaming,14,742813078550478929,LOVER❣ #Simping for KRUNCH,49,960,100,72,28,72,28,1040,82,70,12,85,65,880,18,2,16,11
Among Us Gaming,14,1013144461179625503,Lowkeypsycho_,115,828,100,17,6,74,59,975,83,17,2,89,290,681,17,0,4,0
Among Us Gaming,14,609042320460873769,luci,136,804,100,48,20,71,84,936,88,48,12,80,302,671,12,0,8,0
Among Us Gaming,14,365312894415536129,Lucifer,59,935,100,150,74,67,98,917,85,144,46,76,35,952,15,6,28,18
Among Us Gaming,14,462142631967719424,Luminsteezy,161,785,100,45,36,56,207,804,80,44,21,68,124,767,20,1,15,6
Among Us Gaming,14,922700796007698463,male,64,925,100,25,7,78,43,1012,88,24,4,86,87,839,13,1,3,25
Among Us Gaming,14,619621729970421761,Maniac [𝙛𝙭],53,950,100,54,24,69,126,890,82,50,14,78,14,1011,18,4,10,29
Among Us Gaming,14,531956906366074880,Marzay (Ranked Ace) ⥑Ðior⥏,319,640,100,51,23,69,323,554,82,46,15,75,128,725,18,5,8,38
Among Us Gaming,14,831172538914177036,MathT,152,791,100,7,2,78,128,889,89,7,1,88,245,692,11,0,1,0
Among Us Gaming,14,909891935345463377,Matty,57,937,100,116,63,65,248,766,82,107,40,73,2,1109,18,9,23,28
Among Us Gaming,14,676981676357845012,Michael Shoemocker,26,998,100,41,22,65,71,953,73,36,10,78,8,1044,27,5,12,29
Among Us Gaming,14,834071279971336253,mollsballs,318,643,100,53,16,77,253,747,83,51,6,89,320,539,17,2,10,17
Among Us Gaming,14,153532055127326720,momo ✧,322,558,100,83,30,73,324,524,78,73,15,83,317,592,22,10,15,40
Among Us Gaming,14,107649203991261184,motr,25,999,100,143,57,72,12,1100,83,139,27,84,59,898,17,4,30,12
Among Us Gaming,14,522383349017477141,Mr.guildmage [𝙛𝙭],27,998,100,90,42,68,18,1091,79,86,18,83,54,906,21,4,24,14
Among Us Gaming,14,974081093722595388,MrsK,111,833,100,15,3,83,60,972,94,15,2,88,220,695,6,0,1,0
Among Us Gaming,14,165913500768665600,mynameswicked,77,905,100,58,28,67,65,961,84,56,16,78,79,848,16,2,12,14
Among Us Gaming,14,766421973336064010,Nasus,146,794,100,7,2,78,122,893,89,7,1,88,219,695,11,0,1,0
Among Us Gaming,14,273590809008406528,Newb (reformed),76,905,100,30,14,68,41,1013,77,29,5,85,115,796,23,1,9,10
Among Us Gaming,14,108334202969161728,nyainth,84,894,100,28,12,70,50,990,83,27,6,82,113,798,18,1,6,14
Among Us Gaming,14,415666892976554015,nyed,48,960,100,50,20,71,25,1054,80,48,8,86,72,867,20,2,12,14
Among Us Gaming,14,219037392667934722,O0O,103,846,100,76,42,64,136,872,81,74,22,77,98,821,19,2,20,9
Among Us Gaming,14,895796048780480553,owen,2,1014,100,114,29,80,33,1030,85,104,17,86,19,998,15,10,12,45
Among Us Gaming,14,404027865240305667,Oxx (Crewmate),60,932,100,26,9,74,26,1050,80,25,3,89,105,815,20,1,6,14
Among Us Gaming,14,549070823051362335,penguinsfan,8,1009,100,133,50,73,20,1083,80,122,24,84,41,936,20,11,26,30
Among Us Gaming,14,714320347578630195,phatty,112,832,100,9,11,45,131,878,60,8,4,67,119,786,40,1,7,13
Among Us Gaming,14,354044217854787584,Pirate,94,867,100,22,13,63,77,946,74,21,5,81,117,789,26,1,8,11
Among Us Gaming,14,743932336424484924,Professor Snape,65,925,100,57,27,68,62,970,76,53,11,83,66,879,24,4,16,20
Among Us Gaming,14,713488236609011795,Protagonist(Sen Sells Soul MMR),20,1003,100,149,54,73,37,1026,80,138,25,85,25,980,20,11,29,28
Among Us Gaming,14,864931861264203796,Pаin$,169,778,100,10,10,50,121,894,65,10,3,77,308,662,35,0,7,0
Among Us Gaming,14,946242844757205112,Road to Rank warrior [𝙛𝙭],33,986,100,112,51,69,14,1094,82,109,25,81,68,878,18,3,26,10
Among Us Gaming,14,335784668618031116,Rocker (ロッカー),9,1007,100,220,106,67,47,997,77,199,52,79,13,1018,23,21,54,28
Among Us Gaming,14,212970783604080642,Rojamz,321,560,100,96,32,75,320,574,80,88,14,86,319,547,20,8,18,31
Among Us Gaming,14,477937105356718081,Roxanna,135,806,100,13,9,59,86,934,73,13,3,81,296,677,27,0,6,0
Among Us Gaming,14,790771626793893948,runo,40,974,100,55,27,67,111,902,78,50,14,78,5,1046,22,5,13,28
Among Us Gaming,14,289842169437618176,samis135,99,861,100,5,5,50,186,823,40,3,1,75,57,898,60,2,4,33
Among Us Gaming,14,770071397313282100,Schmittball,131,809,100,126,83,60,175,841,80,123,44,74,121,778,20,3,39,7
Among Us Gaming,14,574008768858161165,scrmy,74,907,100,67,48,58,151,861,75,63,23,73,34,953,25,4,25,14
Among Us Gaming,14,921523067140833320,Sen (Ban Ray),17,1004,100,374,114,77,6,1162,81,342,52,87,81,846,19,32,62,34
Among Us Gaming,14,420664546416394250,SeraphimOxalis,101,854,100,40,24,63,85,935,80,39,12,76,122,773,20,1,12,8
Among Us Gaming,14,799697633488142426,serendipity7742,78,904,100,19,8,70,52,989,78,18,3,86,101,819,22,1,5,17
Among Us Gaming,14,855632568618713099,shanell,62,929,100,90,43,68,99,917,80,86,21,80,40,940,20,4,22,15
Among Us Gaming,14,663064315615772692,sharki901,4,1011,100,178,64,74,7,1161,82,170,29,85,75,860,18,8,35,19
Among Us Gaming,14,95691483201413120,Shawn (ǝpɐɯdıɾ),41,973,100,71,27,72,21,1081,85,69,14,83,74,865,15,2,13,13
Among Us Gaming,14,570861976633212930,Silent,199,762,100,11,8,58,184,832,89,11,6,65,248,692,11,0,2,0
Among Us Gaming,14,316318293021687820,silkywaaaaaaaaaay,163,783,100,6,4,60,127,889,80,6,2,75,295,677,20,0,2,0
Among Us Gaming,14,295918134156853252,smine running it down imp,206,756,100,154,100,61,301,682,79,149,52,74,91,831,21,5,48,9
Among Us Gaming,14,526096113976213527,SoloDolo,125,815,100,10,2,83,83,937,92,10,1,91,232,694,8,0,1,0
Among Us Gaming,14,233943147695177728,solosao,134,806,100,12,5,71,94,920,88,12,3,80,244,692,12,0,2,0
Among Us Gaming,14,503963995808727041,sqorl ⓄⒼ (ǝpɐɯdıɾ),23,1000,100,172,72,70,24,1055,83,166,36,82,39,944,17,6,36,14
Among Us Gaming,14,1017347826163920906,sweet,126,813,100,19,8,70,80,939,89,19,5,79,273,687,11,0,3,0
Among Us Gaming,14,768496678272892939,teech,73,910,100,60,35,63,79,941,75,57,14,80,67,879,25,3,21,13
Among Us Gaming,14,240999343518121984,thesameee,164,783,100,33,15,69,123,892,92,33,11,75,299,674,8,0,4,0
Among Us Gaming,14,290016259737911296,timbob,97,863,100,20,7,74,29,1038,89,20,4,83,269,688,11,0,3,0
Among Us Gaming,14,348303431657717782,tomdog,75,906,100,32,17,65,32,1032,76,31,6,84,120,780,24,1,11,8
Among Us Gaming,14,418305616252108801,Trollking,81,900,100,115,70,62,162,852,80,110,38,74,38,947,20,5,32,14
Among Us Gaming,14,395674736945790977,Tserp,154,790,100,94,20,82,132,878,84,88,8,92,131,702,16,6,12,33
Among Us Gaming,14,760253012240498718,ultimate_1091,225,742,100,86,35,71,267,714,77,78,15,84,123,769,23,8,20,29
Among Us Gaming,14,323062064648028170,vexy,79,902,100,12,5,71,134,875,82,10,4,71,43,929,18,2,1,67
Among Us Gaming,14,737709879245930588,vibewness,69,920,100,41,11,79,38,1022,90,40,7,85,102,817,10,1,4,20
Among Us Gaming,14,484526091957043200,vila ツ #teamShmurdda,114,831,100,87,58,60,322,556,83,79,41,66,3,1105,17,8,17,32
Among Us Gaming,14,415210598322929667,volt,133,806,100,8,4,67,87,934,75,8,1,89,294,678,25,0,3,0
Among Us Gaming,14,335784668618031116,Wayfarer (mzk),160,786,100,121,90,57,317,650,76,114,46,71,44,923,24,7,44,14
Among Us Gaming,14,758902141166420012,Woodmaster,98,863,100,12,7,63,102,914,74,11,3,79,107,812,26,1,4,20
Among Us Gaming,14,1033459508548227082,xlow,190,769,100,19,9,68,213,790,61,16,1,94,126,748,39,3,8,27
Among Us Gaming,14,191765918387404801,x Scarlet Widow,204,757,100,3,1,75,192,815,100,3,1,75,145,700,0,0,0,0
Among Us Gaming,14,963633629249011742,YEEZERS [𝙛𝙭],122,820,100,145,79,65,315,652,84,138,50,73,22,987,16,7,29,19
Among Us Gaming,14,256130311652507658,yekiM,34,984,100,22,10,69,45,1001,72,19,4,83,31,967,28,3,6,33
Among Us Gaming,14,197703159802494976,z,130,810,100,15,4,79,93,921,100,15,4,79,145,700,0,0,0,0
Among Us Gaming,14,165376227014606848,zagwag,21,1002,100,189,102,65,138,870,77,169,54,76,1,1135,23,20,48,29
Among Us Gaming,14,1029920770593394699,Zeitock,148,793,100,18,9,67,101,914,93,18,7,72,301,672,7,0,2,0
Among Us Gaming,14,1033909213128302682,Zephy,158,788,100,7,5,58,118,895,67,7,1,88,292,680,33,0,4,0
Among Us Gaming,14,1020836153533943902,Zoro 69,51,956,100,132,68,66,141,868,81,124,37,77,9,1043,20,8,31,21
Among Us Gaming,14,1004534902223544461,: I :,268,715,100,1,3,25,257,741,50,1,1,50,261,689,50,0,2,0
Among Us Gaming,14,828234034785943582,❦ jip ☆・。☆♪ ill ❦ 🍟ί𝓵ˡ ♧,36,981,100,192,86,69,4,1169,79,188,32,85,116,794,21,4,54,7
Among Us Gaming,14,390243606671130625,! Keb0 ඞ,91,872,100,6,0,100,106,907,83,5,0,100,89,836,17,1,0,100
Among Us Gaming,14,965608535968858182,! Vid-,182,772,100,7,5,58,160,853,83,7,3,70,259,691,17,0,2,0
Among Us Gaming,14,332314295000104960,🍟ί𝓵ˡ ♧,80,901,100,49,25,66,90,926,82,47,14,77,69,877,18,2,11,15
Among Us Gaming,14,1021854734744834139,〤 720 (Crewmate),50,957,100,28,11,72,82,937,87,25,9,74,30,976,13,3,2,60
Among Us Gaming,14,179321382650249216,𝑀𝕣. 𝒿𝓊𝓋𝑒𝓃 [𝙛𝙭],29,996,100,110,62,64,27,1040,76,103,28,79,37,952,24,7,34,17
Among Us Gaming,14,718171482236387343,𝕷𝖊𝖑𝖔𝖚𝖈𝖍🐐,106,838,100,30,15,67,149,861,89,29,11,73,104,815,11,1,4,20
Among Us Gaming,2,355550706369036288,.roobi,31,1040,100,101,42,71,29,1146,78,97,14,87,46,933,22,4,28,13
Among Us Gaming,2,885034526231904286,21 Savage,532,156,100,30,11,73,526,347,80,30,3,91,532,156,100,30,11,73
Among Us Gaming,2,476202063387295745,9catowesme$700 [𝙛𝙭] (lexmade),143,835,100,43,21,67,67,1020,83,43,10,81,508,649,17,0,11,0
Among Us Gaming,2,896593256018743347,A.J.,62,946,100,75,35,68,52,1040,82,73,17,81,80,852,18,2,18,10
Among Us Gaming,2,664219598383611916,Aki (BetterthanIAMDEAD),80,911,100,72,34,68,153,891,80,68,17,80,48,932,20,4,17,19
Among Us Gaming,2,883127155574329425,aloe,146,833,100,28,11,72,68,1016,85,28,5,85,506,650,15,0,6,0
Among Us Gaming,2,471449746746114069,Arclight Version 3.0.1,51,957,100,26,9,74,114,957,80,23,5,82,38,958,20,3,4,43
Among Us Gaming,2,824766984029732875,Aries,100,882,100,35,19,65,254,831,80,32,11,74,47,932,20,3,8,27
Among Us Gaming,2,903112674110472223,Aries,519,554,100,20,12,63,520,556,72,18,5,78,518,553,28,2,7,22
Among Us Gaming,2,335784668618031116,arke,65,944,100,51,23,69,62,1029,78,49,9,84,78,859,22,2,14,13
Among Us Gaming,2,796897307798405141,Arnex,313,754,100,5,1,83,216,855,83,5,0,100,504,653,17,0,1,0
Among Us Gaming,2,600774651123204224,Aspect washed,24,1072,100,352,149,70,50,1042,80,330,69,83,7,1103,20,22,80,22
Among Us Gaming,2,307804697820004352,azzzhy,338,742,100,2,2,50,323,790,75,2,1,67,346,694,25,0,1,0
Among Us Gaming,2,585036467332448256,bat49,95,890,100,13,10,57,209,859,74,11,6,65,55,922,26,2,4,33
Among Us Gaming,2,621580329374711830,bern MFMCJF,130,846,100,21,16,57,161,888,78,20,9,69,135,805,22,1,7,13
Among Us Gaming,2,426210350698856450,bezzler,47,966,100,35,18,66,55,1038,68,33,3,92,66,894,32,2,15,12
Among Us Gaming,2,285124489438560257,BigDigDev,35,1025,100,107,32,77,19,1203,80,105,6,95,82,847,20,2,26,7
Among Us Gaming,2,893341209471352834,Boat,76,918,100,105,56,65,325,787,80,100,29,78,22,1048,20,5,27,16
Among Us Gaming,2,159294029224345600,boredom1,54,953,100,48,19,72,36,1088,78,47,5,90,126,818,22,1,14,7
Among Us Gaming,2,678031154292588544,brainfroot NA,44,971,100,15,4,79,65,1025,68,13,0,100,57,916,32,2,4,33
Among Us Gaming,2,129608521519071234,bRUH,40,1004,100,87,32,73,97,974,82,80,18,82,25,1035,18,7,14,33
Among Us Gaming,2,650430069017280523,Bruski,86,901,100,46,14,77,80,998,92,45,10,82,136,805,8,1,4,20
Among Us Gaming,2,660296984095359016,CaraBara’s Terrorizer,239,774,100,7,4,64,217,851,91,7,3,70,310,696,9,0,1,0
Among Us Gaming,2,351379532852363285,Ceo Simp,78,913,100,22,13,63,127,932,77,20,7,74,65,894,23,2,6,25
Among Us Gaming,2,884652757842280479,cheeze [ｆｕｃｋｔａｒｄ],27,1062,100,66,27,71,54,1040,77,60,12,83,13,1083,23,6,15,29
Among Us Gaming,2,705733188730880101,ChibiJ,67,935,100,22,12,65,96,974,76,20,6,77,64,896,24,2,6,25
Among Us Gaming,2,148812499351896064,chicken7371,55,953,100,27,8,77,37,1087,74,26,0,100,122,819,26,1,8,11
Among Us Gaming,2,756579641791217715,Chippy,529,240,100,34,10,77,530,294,75,31,2,94,528,186,25,3,8,27
Among Us Gaming,2,397849504486785026,Cild,6,1212,100,165,52,76,12,1275,76,154,11,93,4,1149,24,11,41,21
Among Us Gaming,2,260556600597676042,cluwuless (she/her),132,844,100,23,7,77,71,1011,90,23,4,85,483,676,10,0,3,0
Among Us Gaming,2,260556600597676042,combqs,21,1084,100,118,42,74,24,1156,79,112,14,89,27,1012,21,6,28,18
Among Us Gaming,2,782306716658171916,Crabz,22,1076,100,53,10,84,34,1097,79,47,3,94,21,1056,21,6,7,46
Among Us Gaming,2,444804420253908993,Crumpets Mate,281,759,100,5,5,50,262,826,70,5,2,71,395,692,30,0,3,0
Among Us Gaming,2,303732820340113408,cuy,83,905,100,8,3,73,172,880,64,6,1,86,49,929,36,2,2,50
Among Us Gaming,2,172562633935814656,D6vman,53,955,100,20,4,83,44,1064,83,19,1,95,83,847,17,1,3,25
Among Us Gaming,2,500058687218647042,dabagraham,531,205,100,114,51,69,532,237,76,107,18,86,529,172,24,7,33,18
Among Us Gaming,2,223247295880101890,Danny ✤,98,888,100,45,22,67,184,872,82,43,12,78,61,904,18,2,10,17
Among Us Gaming,2,595656785122033666,DaRiddler,201,791,100,7,3,70,164,885,90,7,2,78,308,696,10,0,1,0
Among Us Gaming,2,600774651123204224,david,180,808,100,22,22,50,257,831,73,21,11,66,145,785,27,1,11,8
Among Us Gaming,2,399645671264616449,defiant,8,1203,100,188,53,78,14,1271,83,175,24,88,5,1135,17,13,29,31
Among Us Gaming,2,862811122772082718,dem,279,759,100,7,6,54,268,821,92,7,5,58,302,697,8,0,1,0
Among Us Gaming,2,852579509668413470,den,128,847,100,5,1,83,220,849,83,4,1,80,84,845,17,1,0,100
Among Us Gaming,2,423982742066167820,Detective Light,77,914,100,40,8,83,25,1153,88,40,2,95,485,676,13,0,6,0
Among Us Gaming,2,899001854669754408,Doku,342,739,100,10,10,50,301,810,80,10,6,63,497,669,20,0,4,0
Among Us Gaming,2,140605103198568448,drk,69,928,100,177,83,68,204,862,80,170,39,81,30,994,20,7,44,14
Among Us Gaming,2,241992055549591553,dumbo (brushy for mod),3,1240,100,231,60,79,2,1457,82,223,16,93,26,1023,18,8,44,15
Among Us Gaming,2,760577110912925747,Ellis,49,961,100,36,7,84,58,1036,84,34,2,94,73,885,16,2,5,29
Among Us Gaming,2,885611325131194388,ezra,138,840,100,16,7,70,79,998,83,16,3,84,464,682,17,0,4,0
Among Us Gaming,2,846022554741243916,Fear ǝpɐɯdıɾ,12,1152,100,182,45,80,4,1411,86,179,17,91,68,893,14,3,28,10
Among Us Gaming,2,483797556682424321,flippa0,9,1183,100,131,27,83,13,1274,84,125,8,94,8,1092,16,6,19,24
Among Us Gaming,2,330025125657444352,floo,11,1171,100,105,26,80,11,1277,84,100,10,91,16,1065,16,5,16,24
Among Us Gaming,2,639578389904097293,food,10,1176,100,198,62,76,8,1292,80,188,21,90,18,1061,20,10,41,20
Among Us Gaming,2,893984155682078761,fool,145,834,100,52,37,58,422,738,81,49,23,68,50,929,19,3,14,18
Among Us Gaming,2,721932813955366994,freakrusty,106,869,100,127,49,72,32,1134,80,127,14,90,517,605,20,0,35,0
Among Us Gaming,2,440883522090172422,Free.TV,45,968,100,44,17,72,107,965,85,41,11,79,35,972,15,3,6,33
Among Us Gaming,2,678031154292588544,Freshy,23,1076,100,140,48,74,35,1092,81,134,19,88,19,1060,19,6,29,17
Among Us Gaming,2,425005972302462976,g0lden f0rk,184,802,100,34,16,68,233,843,86,33,10,77,148,762,14,1,6,14
Among Us Gaming,2,725414383164981279,Habibii,278,760,100,5,6,45,235,842,64,5,2,71,478,677,36,0,4,0
Among Us Gaming,2,221326734824308736,Hammy,18,1109,100,173,42,80,10,1283,85,170,12,93,45,935,15,3,30,9
Among Us Gaming,2,158222438931496960,Hamudi,56,953,100,13,3,81,94,979,75,11,1,92,51,926,25,2,2,50
