server_name,season,discord_id,username,combined_rank,combined_mmr,combined_games_played_pct,combined_wins,combined_losses,combined_win_pct,crewmate_rank,crewmate_mmr,crewmate_games_played_pct,crewmate_wins,crewmate_losses,crewmate_win_pct,impostor_rank,impostor_mmr,impostor_games_played_pct,impostor_wins,impostor_losses,impostor_win_pct
Bonfire,3,435524209482006538,Isaiahk21,156,1183,100,51,29,64,360,1156,80,47,17,73,154,1210,20,4,12,25
Bonfire,3,699491110464126998,Itachi Uchiha,500,1090,100,18,15,55,1093,1051,82,17,10,63,413,1129,18,1,5,17
Bonfire,3,338569651166642198,Itchyballz,69,1211,100,18,4,82,286,1171,77,13,4,76,78,1251,23,5,0,100
Bonfire,3,249882863015559168,Itchy (warning im toxic),912,1041,100,2,2,50,759,1091,75,2,1,67,1463,991,25,0,1,0
Bonfire,3,263477806883667970,itsjustX,271,1147,100,57,35,62,751,1093,78,53,19,74,174,1200,22,4,16,20
Bonfire,3,718659558570197002,ItsKoba,1277,1012,100,4,6,40,1194,1036,90,4,5,44,1579,988,10,0,1,0
Bonfire,3,528049459083608084,ItsMaddox,535,1084,100,6,3,67,296,1169,89,6,2,75,1176,999,11,0,1,0
Bonfire,3,538717897174810635,itzUnseen,1272,1013,100,1,2,33,1220,1026,100,1,2,33,790,1000,0,0,0,0
Bonfire,3,676125888731152425,iXwhistlerXi,780,1054,100,2,0,100,661,1105,100,2,0,100,528,1003,0,0,0,0
Bonfire,3,547134331278327811,izzyot,369,1116,100,31,20,61,440,1139,80,30,11,73,472,1093,20,1,9,10
Bonfire,3,307606003279593473,i like u,497,1091,100,188,100,65,834,1078,82,182,53,77,459,1104,18,6,47,11
Bonfire,3,600772517745000499,I simp for 2d girls,1121,1028,100,1,1,50,993,1064,50,1,0,100,1347,993,50,0,1,0
Bonfire,3,566681506316288013,j0kap,81,1207,100,41,11,79,38,1270,87,39,6,87,334,1144,13,2,5,29
Bonfire,3,425456206862221322,Jabroni,383,1112,100,26,15,63,676,1104,85,25,10,71,433,1120,15,1,5,17
Bonfire,3,590298696801976340,Jackal,198,1168,100,20,13,61,739,1095,85,18,10,64,94,1241,15,2,3,40
Bonfire,3,531595438961197056,Jackiemoon,545,1082,100,6,4,60,257,1180,70,6,1,86,1623,985,30,0,3,0
Bonfire,3,411063178940907540,Jack Noone,1174,1023,100,1,1,50,1116,1046,100,1,1,50,619,1001,0,0,0,0
Bonfire,3,171005736569143296,Jack SECOKF,869,1047,100,17,11,61,749,1094,96,17,10,63,618,1001,4,0,1,0
Bonfire,3,536005763663921153,jacoby,1201,1021,100,1,1,50,1160,1040,100,1,1,50,539,1003,0,0,0,0
Bonfire,3,766749428404060160,jadesy,698,1064,100,4,2,67,474,1136,83,4,1,80,1397,992,17,0,1,0
Bonfire,3,322893017512017930,JadeyDavey,300,1137,100,6,3,67,530,1122,89,5,3,63,275,1152,11,1,0,100
Bonfire,3,466441668409950210,Jadyn,376,1113,100,83,49,63,447,1139,80,80,25,76,479,1088,20,3,24,11
Bonfire,3,537785741451984937,Jah,701,1063,100,9,7,56,325,1163,81,9,4,69,1757,964,19,0,3,0
Bonfire,3,224333694205296641,Jak,1240,1018,100,1,2,33,1132,1043,67,1,1,50,1323,993,33,0,1,0
Bonfire,3,346416011693654018,jaocb,483,1095,100,5,0,100,230,1188,100,5,0,100,556,1002,0,0,0,0
Bonfire,3,226772660959313920,jay,1796,942,100,36,7,84,1587,982,86,33,4,89,1799,902,14,3,3,50
Bonfire,3,318561052575137795,Jay,729,1060,100,3,1,75,556,1118,100,3,1,75,619,1001,0,0,0,0
Bonfire,3,429908884522663946,JayDoubleHugh,107,1202,100,14,5,74,105,1228,68,12,1,92,223,1175,32,2,4,33
Bonfire,3,488418710223061003,JaYnix.,39,1237,100,51,27,65,57,1250,77,47,13,78,130,1223,23,4,14,22
Bonfire,3,680995228374532148,Jaystin,37,1239,100,113,51,69,166,1206,81,106,27,80,44,1272,19,7,24,23
Bonfire,3,155175177766961152,Jayyfue,245,1158,100,19,15,56,546,1121,71,16,8,67,180,1195,29,3,7,30
Bonfire,3,494541974334865430,Jcplayz,233,1161,100,5,3,63,780,1087,63,3,2,60,104,1235,38,2,1,67
Bonfire,3,463359409234640898,Jehk,319,1132,100,9,0,100,41,1263,100,9,0,100,556,1002,0,0,0,0
Bonfire,3,633036263200653322,Jellypeanut,586,1075,100,7,3,70,387,1149,100,7,3,70,556,1002,0,0,0,0
Bonfire,3,362356886760194050,Jerm,495,1092,100,3,5,38,1098,1050,50,2,2,50,392,1135,50,1,3,25
Bonfire,3,363728319524634626,JerseyA,178,1175,100,26,20,57,538,1121,76,23,12,66,122,1228,24,3,8,27
Bonfire,3,785145814259466241,JerzTheWalkinFlopper,246,1158,100,23,19,55,409,1145,67,20,8,71,229,1171,33,3,11,21
Bonfire,3,264586468381556763,Jesus,27,1285,100,127,63,67,19,1369,78,120,28,81,173,1201,22,7,35,17
Bonfire,3,399907512855429121,Jesus,1776,963,100,18,23,44,1521,991,78,18,14,56,1790,935,22,0,9,0
Bonfire,3,640247829629239296,JesusHimself,889,1044,100,4,4,50,783,1087,100,4,4,50,653,1001,0,0,0,0
Bonfire,3,342799233318912001,Jett,794,1053,100,6,8,43,460,1137,64,6,3,67,1736,969,36,0,5,0
Bonfire,3,151738285100761088,JiM,476,1097,100,77,52,60,1734,953,80,71,32,69,95,1241,20,6,20,23
Bonfire,3,354923852037488651,jinx,1313,1006,100,1,2,33,1264,1012,100,1,2,33,790,1000,0,0,0,0
Bonfire,3,712491834290733116,jjToad | YNHEXG,357,1119,100,28,22,56,536,1122,80,27,13,68,436,1117,20,1,9,10
Bonfire,3,182677625662210048,jo,449,1101,100,9,6,60,97,1232,67,9,1,90,1741,969,33,0,5,0
Bonfire,3,447852760084381758,jocoe,50,1221,100,41,15,73,404,1146,79,34,10,77,27,1295,21,7,5,58
Bonfire,3,695432950581297213,Joe,1272,1013,100,1,2,33,1220,1026,100,1,2,33,790,1000,0,0,0,0
Bonfire,3,211287927882252288,Joel,126,1196,100,5,0,100,446,1139,60,3,0,100,75,1253,40,2,0,100
Bonfire,3,773668171382652928,joe caps,529,1085,100,3,4,43,1262,1013,86,2,4,33,244,1158,14,1,0,100
Bonfire,3,594948017732321280,John,1070,1032,100,6,5,55,851,1073,100,6,5,55,1465,991,0,0,0,0
Bonfire,3,272573289669328906,JohnTraits,172,1176,100,29,13,69,42,1263,81,28,6,82,476,1090,19,1,7,13
Bonfire,3,605988450734440450,Jojo L.,1304,1008,100,1,2,33,1255,1015,100,1,2,33,581,1002,0,0,0,0
Bonfire,3,236223787257823232,Jolteon Sparkz,1019,1033,100,1,0,100,965,1065,100,1,0,100,653,1001,0,0,0,0
Bonfire,3,326817733452890112,jordan VWEPWG,217,1164,100,44,21,68,740,1095,88,41,16,72,108,1234,12,3,5,38
Bonfire,3,600888839963148299,Joshh,134,1191,100,48,24,67,551,1119,88,44,19,70,56,1262,13,4,5,44
Bonfire,3,471491028369670146,joty,101,1203,100,55,24,70,30,1290,75,51,8,86,441,1115,25,4,16,20
Bonfire,3,261608154733740033,JuicerJimmyCashSwag,192,1171,100,18,9,67,40,1264,67,17,1,94,483,1077,33,1,8,11
Bonfire,3,645364420180181012,Jullian,,,,,,,,,,,,,,,,,,
Bonfire,3,796553258633920513,justX,348,1123,100,7,6,54,640,1107,77,6,4,60,369,1139,23,1,2,33
Bonfire,3,655202018822062083,j is bad,1783,961,100,1,8,11,1775,927,78,1,6,14,1229,995,22,0,2,0
Bonfire,3,263496854849847296,Jаquib,629,1072,100,3,0,100,422,1142,100,3,0,100,619,1001,0,0,0,0
Bonfire,3,438767281837965333,Kall,616,1073,100,2,3,40,1577,990,80,1,3,25,249,1155,20,1,0,100
Bonfire,3,716558975633588234,KamiKaZein,398,1109,100,22,18,55,608,1109,80,21,11,66,452,1109,20,1,7,13
Bonfire,3,260093190445596672,Kangar,270,1148,100,64,33,66,208,1194,81,63,16,80,461,1103,19,1,17,6
Bonfire,3,765244196151099393,kappa,83,1207,100,109,40,73,33,1279,81,102,19,84,396,1135,19,7,21,25
Bonfire,3,260556600597676042,karlee,397,1109,100,19,3,86,61,1249,95,19,2,90,1737,969,5,0,1,0
Bonfire,3,396395013300289556,KarmaLuck,1325,1003,100,1,3,25,1246,1017,75,1,2,33,1570,989,25,0,1,0
Bonfire,3,302621077329281025,kastk NBJPVF,1074,1031,100,3,3,50,1019,1063,100,3,3,50,790,1000,0,0,0,0
Bonfire,3,613420066993864705,Katari 🦋,89,1205,100,26,16,62,123,1220,71,24,6,80,186,1191,29,2,10,17
Bonfire,3,689882753424031792,Kat :),146,1187,100,174,94,65,778,1088,79,160,52,75,35,1286,21,14,42,25
Bonfire,3,433089753232048138,kcog123,1159,1025,100,2,3,40,1097,1050,100,2,3,40,790,1000,0,0,0,0
Bonfire,3,678067042582003747,KD4bra,587,1075,100,11,6,65,318,1164,88,11,4,73,1599,986,12,0,2,0
Bonfire,3,270225439509708800,keno,1252,1017,100,1,2,33,1193,1036,67,1,1,50,1192,997,33,0,1,0
Bonfire,3,114210498773254151,KevinTYBB,56,1214,100,41,14,75,109,1226,84,38,8,83,171,1202,16,3,6,33
Bonfire,3,751854542844592128,Kevin Espert,1644,988,100,0,1,0,1516,992,0,0,0,0,1637,984,100,0,1,0
Bonfire,3,511151106122842122,kew.,459,1100,100,35,13,73,134,1215,92,35,9,80,1643,984,8,0,4,0
Bonfire,3,157177942714220544,KeyForLock,712,1062,100,5,3,63,527,1124,100,5,3,63,653,1001,0,0,0,0
Bonfire,3,778046196781940766,Khani,1700,983,100,0,2,0,1666,975,50,0,1,0,1409,992,50,0,1,0
Bonfire,3,206103170328428545,Kiddi,953,1036,100,2,2,50,826,1080,75,2,1,67,1390,992,25,0,1,0
Bonfire,3,381994398172315649,KillerRx,440,1102,100,20,5,80,85,1236,92,20,3,87,1750,967,8,0,2,0
Bonfire,3,200376157521051648,King,125,1196,100,9,1,90,51,1253,80,8,0,100,363,1140,20,1,1,50
Bonfire,3,659812812989923349,kite,67,1212,100,24,6,80,145,1214,80,21,3,88,156,1209,20,3,3,50
Bonfire,3,655190758663651328,kivis,583,1077,100,5,3,63,311,1166,75,5,1,83,1585,988,25,0,2,0
Bonfire,3,716878540691341357,Klyde,94,1204,100,12,4,75,117,1224,63,10,0,100,210,1185,38,2,4,33
Bonfire,3,452570143789416449,Ko,737,1058,100,26,14,65,339,1160,88,26,9,74,1773,956,13,0,5,0
Bonfire,3,497175368118042644,koba,1740,976,100,38,23,62,1788,899,82,35,15,70,490,1054,18,3,8,27
Bonfire,3,765830517861515295,KODEH ( check the bio ),204,1167,100,59,30,66,374,1153,82,57,16,78,214,1181,18,2,14,13
Bonfire,3,404746973690724363,Kokonoe Mercury,260,1151,100,70,44,61,679,1104,78,65,24,73,176,1199,22,5,20,20
Bonfire,3,498159287839883264,Kreon ඞ,454,1100,100,2,2,50,1754,949,50,0,2,0,77,1251,50,2,0,100
Bonfire,3,281959237653889025,KristianKeil,1772,966,100,3,13,19,1592,980,69,3,8,27,1782,952,31,0,5,0
Bonfire,3,768971107755229214,Krypto,7,1531,100,248,76,77,8,1599,77,218,31,88,4,1463,23,30,45,40
Bonfire,3,303662006198599702,KyleP,725,1061,100,4,2,67,545,1121,100,4,2,67,653,1001,0,0,0,0
Bonfire,3,535195067418148864,Kyy,1505,998,100,0,1,0,1310,1001,0,0,0,0,1230,995,100,0,1,0
Bonfire,3,332606063226519572,L1LTuRK3Y,393,1110,100,2,0,100,927,1066,50,1,0,100,252,1154,50,1,0,100
Bonfire,3,664641156960747520,L33,1809,263,100,282,67,81,1809,443,82,255,30,89,1809,84,18,27,37,42
Bonfire,3,743541526482780250,Layz,927,1040,100,2,1,67,748,1094,67,2,0,100,1610,985,33,0,1,0
Bonfire,3,714802934172352523,Lechonk James,382,1112,100,137,86,61,1084,1054,80,130,49,73,232,1170,20,7,37,16
Bonfire,3,322177983161040896,LeeColeman,1237,1018,100,1,1,50,1185,1037,100,1,1,50,790,1000,0,0,0,0
Bonfire,3,462047940811423776,LeeRoyFarris,702,1063,100,67,44,60,831,1078,82,66,25,73,492,1048,18,1,19,5
Bonfire,3,122131239569195008,Lefti,810,1052,100,2,0,100,674,1104,100,2,0,100,653,1001,0,0,0,0
Bonfire,3,365888727328882690,lemmy88,934,1039,100,2,2,50,784,1086,75,2,1,67,1425,992,25,0,1,0
Bonfire,3,721070084100980868,lestergreen_exe,1272,1013,100,1,2,33,1220,1026,100,1,2,33,790,1000,0,0,0,0
Bonfire,3,714110335229100063,Lewis,139,1189,100,50,29,63,773,1089,76,44,16,73,30,1290,24,6,13,32
Bonfire,3,558557436403908620,Light,1131,1028,100,2,3,40,1044,1062,80,2,2,50,1278,994,20,0,1,0
Bonfire,3,269880504780718080,Light VLOKVF,105,1202,100,36,14,72,517,1125,86,31,12,72,39,1279,14,5,2,71
Bonfire,3,483824120040128513,lilbopeep,455,1100,100,5,0,100,192,1198,100,5,0,100,539,1003,0,0,0,0
Bonfire,3,332234499570139136,Liligant,1190,1022,100,2,3,40,1140,1042,100,2,3,40,581,1002,0,0,0,0
Bonfire,3,760593470883889194,lil nigger rape,1160,1024,100,4,6,40,835,1077,70,4,3,57,1726,972,30,0,3,0
Bonfire,3,263387195539193858,Limur,618,1073,100,5,3,63,350,1158,75,5,1,83,1591,987,25,0,2,0
Bonfire,3,700101723213135892,lixvyu,363,1118,100,14,5,74,56,1251,89,14,3,82,1597,986,11,0,2,0
Bonfire,3,568553915294023694,ll,212,1165,100,13,4,76,96,1232,76,12,1,92,467,1098,24,1,3,25
Bonfire,3,647565567825543188,Lockheart,1810,48,100,57,9,86,1810,114,83,51,4,93,1810,48,100,57,9,86
Bonfire,3,439949003015061525,Logan,49,1223,100,101,58,64,1254,1016,75,86,34,72,6,1430,25,15,24,38
Bonfire,3,739698365868277821,Logan is fun,619,1072,100,16,20,44,855,1072,67,15,9,63,485,1073,33,1,11,8
Bonfire,3,683734185860792340,Looted,106,1202,100,16,7,70,263,1178,78,14,4,78,127,1225,22,2,3,40
Bonfire,3,376199783666286592,Lorentz Factor,942,1038,100,2,2,50,809,1082,75,2,1,67,1284,994,25,0,1,0
Bonfire,3,138635709538893824,Lori_002,824,1051,100,2,1,67,613,1109,67,2,0,100,1300,994,33,0,1,0
Bonfire,3,634440530310332426,Loughneally,963,1035,100,4,5,44,798,1084,78,4,3,57,1603,986,22,0,2,0
Bonfire,3,770352318641209355,LOVE 444,225,1163,100,6,1,86,242,1184,71,5,0,100,352,1142,29,1,1,50
Bonfire,3,775127237518163989,luhjojo,165,1178,100,8,1,89,121,1222,78,7,0,100,391,1135,22,1,1,50
Bonfire,3,304714289153966080,lui,430,1103,100,17,10,63,83,1237,78,17,4,81,1740,969,22,0,6,0
Bonfire,3,265051433248751617,Lurký Ķÿя'am,1215,1020,100,1,1,50,1169,1039,100,1,1,50,581,1002,0,0,0,0
Bonfire,3,517895449877807104,luv,147,1186,100,10,6,63,423,1142,69,7,4,64,116,1231,31,3,2,60
Bonfire,3,278900660085456899,Lu🌙,275,1146,100,12,13,48,853,1072,72,10,8,56,138,1220,28,2,5,29
Bonfire,3,387403149737984021,MacDeddy (Finally 18),85,1206,100,45,26,63,444,1139,73,38,14,73,43,1274,27,7,12,37
Bonfire,3,791105266384240660,Machiavellian,1203,1021,100,5,9,36,1092,1052,79,5,6,45,1461,991,21,0,3,0
Bonfire,3,690321456382476609,MachiavellianBOFSJF,602,1074,100,13,10,57,246,1183,74,13,4,76,1753,966,26,0,6,0
Bonfire,3,716059192653250621,Magma,404,1108,100,5,4,56,1061,1058,89,4,4,50,239,1159,11,1,0,100
Bonfire,3,141395376937762817,Major,803,1053,100,2,0,100,680,1104,100,2,0,100,581,1002,0,0,0,0
Bonfire,3,760688184144822343,Mald,113,1201,100,41,20,67,842,1074,80,34,15,69,19,1329,20,7,5,58
Bonfire,3,520741108045840387,Male,82,1207,100,25,10,71,106,1228,74,22,4,85,207,1186,26,3,6,33
Bonfire,3,676237669889605642,malky,1019,1033,100,1,0,100,965,1065,100,1,0,100,653,1001,0,0,0,0
Bonfire,3,595760600739479555,Manabard,581,1077,100,5,3,63,302,1168,75,5,1,83,1601,986,25,0,2,0
Bonfire,3,450269752279957504,Mando.21,1707,982,100,4,10,29,1716,964,100,4,10,29,790,1000,0,0,0,0
Bonfire,3,243554687746310144,mangotango,918,1040,100,2,1,67,825,1080,100,2,1,67,653,1001,0,0,0,0
Bonfire,3,665029762942500895,manucosty,1036,1032,100,2,1,67,852,1072,100,2,1,67,1366,993,0,0,0,0
Bonfire,3,788892619802673174,Man(laur/en),375,1113,100,3,2,60,828,1080,60,2,1,67,315,1147,40,1,1,50
Bonfire,3,765335426587295764,Mass,280,1144,100,17,15,53,342,1159,72,16,7,70,416,1129,28,1,8,11
Bonfire,3,760157777674108959,mast3R,71,1210,100,111,53,68,44,1261,79,102,28,78,242,1158,21,9,25,26
Bonfire,3,281959237653889025,MateyPatey,1400,1000,100,5,11,31,1208,1031,81,5,8,38,1735,969,19,0,3,0
Bonfire,3,263496854849847296,matt0833,842,1050,100,22,15,59,531,1122,86,22,10,69,1694,977,14,0,5,0
Bonfire,3,412778841287819265,maud,291,1140,100,11,16,41,753,1092,59,9,7,56,199,1188,41,2,9,18
Bonfire,3,495359581958963202,Mavel,31,1252,100,22,10,69,35,1276,72,20,3,87,124,1228,28,2,7,22
Bonfire,3,184444153088704513,MAX,806,1052,100,3,2,60,582,1113,80,3,1,75,1414,992,20,0,1,0
Bonfire,3,341835491609411584,Meep,373,1114,100,11,4,73,92,1234,87,11,2,85,1294,994,13,0,2,0
Bonfire,3,766096402002083881,Menach,1184,1023,100,1,0,100,1081,1055,100,1,0,100,1465,991,0,0,0,0
Bonfire,3,704294341706776576,mentat,1300,1009,100,3,5,38,1240,1019,100,3,5,38,790,1000,0,0,0,0
Bonfire,3,349170111229460492,Merkk,747,1057,100,3,1,75,543,1121,100,3,1,75,1366,993,0,0,0,0
Bonfire,3,774549130982457365,Met,194,1169,100,8,10,44,529,1123,56,6,4,60,145,1216,44,2,6,25
Bonfire,3,447576891667251201,MF DOOM,295,1138,100,29,15,66,252,1181,82,28,8,78,469,1095,18,1,7,13
Bonfire,3,580820583084720160,Michael,1272,1013,100,1,2,33,1220,1026,100,1,2,33,790,1000,0,0,0,0
Bonfire,3,296520722463981568,Michaela,157,1183,100,142,62,70,205,1195,80,136,28,83,230,1171,20,6,34,15
Bonfire,3,449990779973140492,Mike.,286,1142,100,5,2,71,495,1132,71,4,1,80,278,1151,29,1,1,50
Bonfire,3,734790356154974259,MilkInABag,41,1236,100,22,11,67,150,1212,73,18,6,75,59,1260,27,4,5,44
Bonfire,3,759069481372352564,MilkMan,72,1210,100,19,5,79,32,1283,88,18,3,86,383,1136,13,1,2,33
Bonfire,3,356025615742140418,Milo,175,1176,100,39,19,67,619,1108,84,36,13,73,89,1243,16,3,6,33
Bonfire,3,322896413983768577,Minespeed,329,1127,100,8,7,53,581,1113,80,7,5,58,356,1141,20,1,2,33
Bonfire,3,466258786852536320,mo.,310,1135,100,44,26,63,733,1097,80,41,15,73,224,1174,20,3,11,21
Bonfire,0,424037312532316171,mochi,,,,,,,,,,,,,,,,,,
Bonfire,3,159724683539775489,modentor,417,1106,100,15,7,68,71,1243,73,15,1,94,1739,969,27,0,6,0
Bonfire,3,564230369222721538,momoss,1142,1026,100,1,2,33,904,1067,33,1,0,100,1605,986,67,0,2,0
Bonfire,3,680783335789822011,Monish,447,1101,100,18,5,78,189,1199,100,18,5,78,515,1004,0,0,0,0
Bonfire,3,483461692030713856,moo,604,1074,100,8,6,57,323,1164,79,8,3,73,1633,984,21,0,3,0
Bonfire,3,522383349017477141,Mr.guildmage [𝙛𝙭],24,1298,100,267,118,69,199,1196,82,247,69,78,8,1400,18,20,49,29
Bonfire,3,739534946779136080,Mr.Kat,176,1176,100,22,13,63,595,1111,83,20,9,69,97,1240,17,2,4,33
Bonfire,3,736241517362151534,Mr.Sp1key99,955,1036,100,45,39,54,1790,892,79,42,24,64,219,1180,21,3,15,17
Bonfire,3,697931984449568839,MrFeast,109,1202,100,57,30,66,857,1071,78,48,20,71,17,1332,22,9,10,47
Bonfire,3,783450241805844490,MrVegan,169,1177,100,7,0,100,201,1196,86,6,0,100,240,1158,14,1,0,100
Bonfire,3,151738285100761088,MR J,61,1213,100,16,10,62,81,1237,65,14,3,82,194,1188,35,2,7,22
Bonfire,3,751653815786274928,Mr Money,1631,988,100,0,1,0,1643,976,100,0,1,0,653,1001,0,0,0,0
Bonfire,3,243554687746310144,Mully KJXPJF,40,1237,100,105,45,70,234,1187,81,96,26,79,33,1286,19,9,19,32
Bonfire,3,665011977462087731,multivac,16,1348,100,160,70,70,24,1322,79,144,38,79,12,1374,21,16,32,33
Bonfire,3,492740377611337729,mustygamergirly,488,1093,100,22,26,46,424,1142,65,21,10,68,494,1045,35,1,16,6
Bonfire,3,767854296950636544,Mxrcc,632,1071,100,5,3,63,413,1144,88,5,2,71,1175,999,13,0,1,0
Bonfire,3,362324786367561729,Mystic,46,1230,100,27,12,69,158,1210,77,23,7,77,79,1249,23,4,5,44
Bonfire,3,756760345510543371,N,923,1040,100,2,1,67,821,1080,100,2,1,67,790,1000,0,0,0,0
Bonfire,3,784136423225294899,nafen,1624,989,100,8,6,57,781,1087,79,8,3,73,1802,891,21,0,3,0
Bonfire,3,202926235502903296,Nalei,652,1068,100,11,6,65,458,1137,100,11,6,65,790,1000,0,0,0,0
Bonfire,3,239104470137569283,nallaj,334,1126,100,20,25,44,1515,992,64,15,14,52,60,1260,36,5,11,31
Bonfire,3,223283636739375104,Narada.M,1507,998,100,2,3,40,1244,1018,100,2,3,40,1695,977,0,0,0,0
Bonfire,3,787600166726795276,Narunam,1763,972,100,0,3,0,1762,945,100,0,3,0,790,1000,0,0,0,0
Bonfire,3,705879454282678344,Naruto,914,1041,100,4,4,50,705,1102,75,4,2,67,1672,980,25,0,2,0
Bonfire,3,363069854149902338,nav,911,1041,100,3,3,50,720,1100,83,3,2,60,1657,982,17,0,1,0
Bonfire,3,311616637134438420,Nelson007,1069,1032,100,1,0,100,1008,1064,100,1,0,100,790,1000,0,0,0,0
Bonfire,3,98787482576896000,NeoTheFifth,336,1125,100,8,13,38,1073,1056,62,6,7,46,183,1194,38,2,6,25
Bonfire,3,349953781150121984,Nes,511,1089,100,7,2,78,261,1178,89,7,1,88,1173,999,11,0,1,0
Bonfire,3,398337495965630468,NGLambo,1546,994,100,1,4,20,1520,991,80,1,3,25,1189,997,20,0,1,0
Bonfire,3,457953431596957707,nibi,1696,984,100,0,2,0,1627,977,50,0,1,0,1450,991,50,0,1,0
Bonfire,0,411241716033650690,nickname,,,,,,,,,,,,,,,,,,
Bonfire,3,419222750058643456,nico1230,371,1115,100,7,0,100,111,1226,100,7,0,100,512,1004,0,0,0,0
Bonfire,3,786382549257420861,Niya Kaso,1341,1001,100,1,2,33,1268,1010,100,1,2,33,1398,992,0,0,0,0
Bonfire,3,615981509316182036,NoahJ,881,1045,100,8,8,50,703,1102,88,8,6,57,1572,989,13,0,2,0
Bonfire,3,781405419091656725,nooblesoop,219,1164,100,9,9,50,612,1109,61,7,4,64,140,1219,39,2,5,29
Bonfire,3,532192409757679618,Noongar1800,1800,908,100,220,134,62,1802,793,82,208,81,72,499,1022,18,12,53,18
Bonfire,3,681398412838436889,NotRiella,485,1095,100,22,18,55,1137,1043,80,20,12,63,317,1146,20,2,6,25
Bonfire,3,253918937685819393,Numbers,584,1076,100,5,2,71,340,1160,86,5,1,83,1359,993,14,0,1,0
Bonfire,3,654349365686566934,Nylon,28,1255,100,43,12,78,72,1243,89,40,9,82,52,1267,11,3,3,50
Bonfire,3,344636723063554049,oDragon,19,1338,100,209,90,70,12,1445,81,199,42,83,113,1232,19,10,48,17
Bonfire,3,179065596976037888,Orangejuice,64,1212,100,19,6,76,204,1195,80,16,4,80,118,1230,20,3,2,60
Bonfire,3,178825639938359296,OuroCat,1132,1028,100,2,3,40,956,1065,80,2,2,50,1460,991,20,0,1,0
Bonfire,3,769248429393182751,Owen,36,1245,100,89,37,71,84,1236,83,83,21,80,71,1255,17,6,16,27
Bonfire,3,667916748707856408,pain ✔,273,1147,100,21,11,66,298,1168,88,20,8,71,423,1125,13,1,3,25
Bonfire,3,550121030090358794,Pal,1262,1015,100,74,60,55,1799,849,82,70,40,64,217,1180,18,4,20,17
Bonfire,3,217463916484100096,PapaFranku,475,1097,100,31,20,61,692,1103,84,30,13,70,474,1091,16,1,7,13
Bonfire,3,723101305937330206,parade,873,1047,100,4,2,67,524,1124,83,4,1,80,1734,970,17,0,1,0
Bonfire,3,284388112296181772,paradise,129,1193,100,99,44,69,410,1144,85,93,29,76,93,1242,15,6,15,29
Bonfire,3,622432403075366962,Paranoid,321,1132,100,64,45,59,1258,1014,78,57,28,67,80,1249,22,7,17,29
Bonfire,3,622086818942418974,paul,63,1212,100,68,21,76,55,1251,88,66,12,85,225,1174,12,2,9,18
Bonfire,3,192827842759884809,Paulie,161,1180,100,31,16,66,651,1106,83,27,12,69,73,1254,17,4,4,50
Bonfire,3,210170619109703681,payko,1116,1029,100,1,1,50,1028,1062,50,1,0,100,1246,995,50,0,1,0
Bonfire,3,481227604863483926,peach,706,1063,100,4,3,57,347,1159,57,4,0,100,1750,967,43,0,3,0
Bonfire,3,500091732768325661,peach,158,1182,100,22,14,61,341,1159,78,20,8,71,168,1204,22,2,6,25
Bonfire,3,423657183389941770,ped [𝙛𝙭],4,1630,100,397,142,74,6,1684,80,361,70,84,1,1575,20,36,72,33
Bonfire,3,504396158307663883,pelican,596,1075,100,3,1,75,365,1155,75,3,0,100,1265,994,25,0,1,0
Bonfire,3,788962854950535208,PencilsAreMean,197,1169,100,14,5,74,146,1213,79,13,2,87,425,1124,21,1,3,25
Bonfire,3,378901935303950337,Penq.,680,1066,100,6,3,67,505,1129,100,6,3,67,539,1003,0,0,0,0
Bonfire,3,533668983484842016,PhotonSirus,432,1103,100,6,2,75,125,1220,75,6,0,100,1611,985,25,0,2,0
Bonfire,3,737541930556063804,Pill.,719,1061,100,28,14,67,839,1076,86,27,9,75,493,1047,14,1,5,17
Bonfire,3,742038300055044126,Please change your name!,5,1601,100,323,99,77,5,1726,82,299,45,87,3,1476,18,24,54,31
Bonfire,3,468350095717564417,plkiu,76,1209,100,38,16,70,198,1196,81,35,9,80,136,1221,19,3,7,30
Bonfire,3,689176707089039401,Poltergeist,474,1097,100,8,2,80,178,1201,90,8,1,89,1320,993,10,0,1,0
Bonfire,3,229421278879154178,Pomi003,400,1109,100,11,2,85,53,1252,85,11,0,100,1754,965,15,0,2,0
Bonfire,3,665101117562159109,poopy,748,1056,100,3,1,75,592,1111,100,3,1,75,581,1002,0,0,0,0
Bonfire,0,705803835012284537,ppaolo91,,,,,,,,,,,,,,,,,,
Bonfire,3,566469071533637632,Predzz,568,1079,100,6,4,60,260,1179,70,6,1,86,1679,979,30,0,3,0
Bonfire,3,503273680491773972,price,957,1036,100,8,8,50,792,1085,94,8,7,53,1595,987,6,0,1,0
Bonfire,3,319828318419550211,ProfessorCrumb,232,1161,100,10,3,77,210,1193,85,9,2,82,412,1130,15,1,1,50
Bonfire,3,470210887165280268,psychedelic,229,1162,100,26,16,62,569,1115,74,23,8,74,158,1209,26,3,8,27
Bonfire,3,304061387611832323,Puffin,1280,1012,100,1,2,33,1237,1020,100,1,2,33,512,1004,0,0,0,0
Bonfire,3,198558448886087681,PulledOut,448,1101,100,14,6,70,65,1247,80,14,2,88,1776,955,20,0,4,0
Bonfire,3,434650303409815552,PyroLightNin,449,1101,100,8,4,67,761,1091,92,7,4,64,449,1110,8,1,0,100
